GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
E2E Tests Coverage Report,com.pkb.aggregator.camel.routing.resource.single,EncounterRouteBuilder,0,21,0,0,0,5,0,4,0,4
E2E Tests Coverage Report,com.pkb.aggregator.camel.routing.resource.single,ObservationRouteBuilder,0,21,0,0,0,5,0,4,0,4
E2E Tests Coverage Report,com.pkb.aggregator.camel.routing.resource.single,ProvenanceRouteBuilder,0,21,0,0,0,5,0,4,0,4
E2E Tests Coverage Report,com.pkb.aggregator.camel.routing.resource.single,ConditionRouteBuilder,0,21,0,0,0,5,0,4,0,4
E2E Tests Coverage Report,com.pkb.aggregator.camel.routing.resource.single,AllergyIntoleranceRouteBuilder,0,21,0,0,0,5,0,4,0,4
E2E Tests Coverage Report,com.pkb.aggregator.camel.routing.resource.single,MedicationStatementRouteBuilder,0,21,0,0,0,5,0,4,0,4
E2E Tests Coverage Report,com.pkb.aggregator.camel.routing.resource.single,CodeSystemRouteBuilder,0,21,0,0,0,5,0,4,0,4
E2E Tests Coverage Report,com.pkb.aggregator.camel.routing.resource.single,AppointmentRouteBuilder,0,21,0,0,0,5,0,4,0,4
E2E Tests Coverage Report,com.pkb.aggregator.camel.routing.resource.single,ValueSetRouteBuilder,0,21,0,0,0,5,0,4,0,4
E2E Tests Coverage Report,com.pkb.aggregator.camel.routing.resource.single,AbstractClinicalResourceRouteBuilder,0,100,0,0,0,14,0,2,0,2
E2E Tests Coverage Report,com.pkb.coreDevices.entity,CoreDevicesSyncRecord,0,58,0,0,0,21,0,12,0,12
E2E Tests Coverage Report,com.pkb.source.domain,SourceDetailsAdapter,4,14,0,0,1,5,1,3,1,3
E2E Tests Coverage Report,com.pkb.radiology.entity.migrators,RadiologyResultV1Migrator,19,4,4,0,6,2,3,1,1,1
E2E Tests Coverage Report,com.pkb.radiology.entity.migrators,RadiologyResultV2Migrator,19,4,4,0,6,2,3,1,1,1
E2E Tests Coverage Report,com.pkb.action.file,DeleteOrphanedGcsDocumentsAction,2,15,0,0,0,5,1,3,1,3
E2E Tests Coverage Report,com.pkb.action.file,DownloadFileAction.Range,0,94,1,9,0,23,1,7,0,3
E2E Tests Coverage Report,com.pkb.action.file,AddFileAction,78,350,9,13,18,82,9,21,1,18
E2E Tests Coverage Report,com.pkb.action.file,DeleteGcsDocumentsAction,6,23,0,0,2,7,1,4,1,4
E2E Tests Coverage Report,com.pkb.action.file,DownloadFileAction,102,559,14,26,32,122,24,35,11,28
E2E Tests Coverage Report,com.pkb.action.file,FileSanitizerActionMixin,0,42,0,2,0,9,0,3,0,2
E2E Tests Coverage Report,com.pkb.action.file,MigrateDocumentsAction,6,33,0,0,2,8,1,4,1,4
E2E Tests Coverage Report,com.pkb.action.file,ConvertFileAction,308,216,12,8,68,65,15,19,6,18
E2E Tests Coverage Report,com.pkb.action.file,GeneticsAction,0,16,0,0,0,7,0,6,0,6
E2E Tests Coverage Report,com.pkb.action.file,AddSequenceAction,13,79,1,1,5,19,3,3,2,3
E2E Tests Coverage Report,com.pkb.action.file,MyFilesAction,70,381,11,19,19,82,15,31,6,25
E2E Tests Coverage Report,com.pkb.action.file,EditSequenceNotesAction,105,82,4,0,26,27,7,14,5,14
E2E Tests Coverage Report,com.pkb.action.file,EditFileNotesAction,23,287,3,7,8,67,4,29,1,27
E2E Tests Coverage Report,com.pkb.action.file,ChunkedUploadAction,194,557,22,28,45,144,17,50,3,39
E2E Tests Coverage Report,com.pkb.questionnaireservice.routing,TestControlRouteBuilder,4,9,1,1,0,2,1,2,0,2
E2E Tests Coverage Report,com.pkb.integrations.emis.model.restcalls,EmisSessionCreateRequest,0,6,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.integrations.emis.model.restcalls,EmisAppointmentSlotsMetaResponseRaw.SerConverter,31,0,0,0,6,0,3,0,3,0
E2E Tests Coverage Report,com.pkb.integrations.emis.model.restcalls,EmisAppointmentSlotsRequest,0,6,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.integrations.emis.model.restcalls,EmisRequest,0,37,0,4,0,10,0,8,0,6
E2E Tests Coverage Report,com.pkb.integrations.emis.model.restcalls,EmisAppointmentSlotsMetaRequest,0,6,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.integrations.emis.model.restcalls,EmisPracticeSettingsRequest,0,15,0,0,0,4,0,3,0,3
E2E Tests Coverage Report,com.pkb.integrations.emis.model.restcalls,EmisEndUserSessionCreateRequest,0,8,0,0,0,3,0,2,0,2
E2E Tests Coverage Report,com.pkb.integrations.emis.model.restcalls,EmisAppointmentCancelRequest,0,6,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.integrations.emis.model.restcalls,EmisAppointmentSlotsMetaResponseRaw.DeserConverter,0,15,0,0,0,4,0,2,0,2
E2E Tests Coverage Report,com.pkb.integrations.emis.model.restcalls,EmisAppointmentCreateRequest,0,6,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.integrations.emis.model.restcalls,EmisAppointmentsResponseRaw.SerConverter,49,0,0,0,9,0,3,0,3,0
E2E Tests Coverage Report,com.pkb.integrations.emis.model.restcalls,EmisAccountLinkRequest,0,6,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.integrations.emis.model.restcalls,EmisAppointmentsRequest,0,6,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.integrations.emis.model.restcalls,EmisInSessionRequest,0,6,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.integrations.emis.model.restcalls,EmisAppointmentsResponseRaw.DeserConverter,0,18,0,0,0,5,0,2,0,2
E2E Tests Coverage Report,com.pkb.service.dataupload.emis.esv2.mapping,AdminOrganisationMapper,68,92,7,1,13,16,5,3,1,3
E2E Tests Coverage Report,com.pkb.service.dataupload.emis.esv2.mapping,CodingDrugCodeMapper,0,44,0,0,0,12,0,3,0,3
E2E Tests Coverage Report,com.pkb.service.dataupload.emis.esv2.mapping,CodingClinicalCodeMapper,0,102,0,0,0,25,0,3,0,3
E2E Tests Coverage Report,com.pkb.service.dataupload.emis.esv2.mapping,AdminUserInRoleMapper,5,118,0,0,0,25,1,4,1,4
E2E Tests Coverage Report,com.pkb.service.dataupload.emis.esv2.mapping,AdminPatientMapper,4,462,0,6,0,82,1,11,1,8
E2E Tests Coverage Report,com.pkb.aggregator.service.enrichment,UtilsKt,80,80,0,0,11,11,1,1,1,1
E2E Tests Coverage Report,com.pkb.aggregator.service.enrichment,CanonicalExtensionURLs,0,6,0,0,0,3,0,3,0,3
E2E Tests Coverage Report,com.pkb.bean.impl,OtherSenderError,3,17,0,0,1,2,1,1,1,1
E2E Tests Coverage Report,com.pkb.bean.impl,MessageNotFoundError,15,0,0,0,3,0,2,0,2,0
E2E Tests Coverage Report,com.pkb.bean.impl,MedicationWebBean,125,596,24,46,26,116,26,29,5,15
E2E Tests Coverage Report,com.pkb.bean.impl,NonDraftMessageError,15,0,0,0,3,0,2,0,2,0
E2E Tests Coverage Report,com.pkb.bean.impl,UserBean,39,420,3,19,4,100,4,14,2,5
E2E Tests Coverage Report,com.pkb.bean.impl,PlanWebBean,91,825,10,66,17,191,12,43,2,15
E2E Tests Coverage Report,com.pkb.bean.impl,MessageAutoSaveError,3,6,0,0,1,2,1,1,1,1
E2E Tests Coverage Report,com.pkb.bean.impl,AutoSaveService,14,94,1,7,1,20,2,8,1,5
E2E Tests Coverage Report,com.pkb.bean.impl,UserWebBean,38,459,5,19,7,87,6,25,1,18
E2E Tests Coverage Report,com.pkb.bean.impl,MessageWebBean,128,878,20,58,29,189,36,47,17,27
E2E Tests Coverage Report,com.pkb.service.diary,DiaryManager,30,229,1,5,9,40,1,13,0,11
E2E Tests Coverage Report,com.pkb.phoenix.api.wiring.config,TaskPubSubConfig,0,21,0,0,0,4,0,5,0,5
E2E Tests Coverage Report,com.pkb.phoenix.api.wiring.config,PhoenixPubSubConfig,12,12,0,0,2,2,2,2,2,2
E2E Tests Coverage Report,com.pkb.service.symptom,SymptomReportManager.TeamSymptomComparator,9,18,5,3,3,5,4,2,0,2
E2E Tests Coverage Report,com.pkb.service.symptom,SymptomReportManager.SymptomListComparable,0,18,0,0,0,4,0,2,0,2
E2E Tests Coverage Report,com.pkb.service.symptom,SymptomReportManager,458,1363,61,83,90,267,55,79,12,50
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.value,HL7DateMapperImpl,2,38,1,1,1,8,1,2,0,2
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.value,HL7String,9,69,6,8,1,18,5,10,0,8
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.value,HL7Value,3,55,2,12,1,10,2,12,0,7
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.value,HL7DateMapper,0,9,0,0,0,3,0,3,0,3
E2E Tests Coverage Report,com.pkb.service.dataupload.hl7.value,HL7Date,0,49,0,4,0,16,0,8,0,6
E2E Tests Coverage Report,com.pkb.service.radiology,RadiologyManager,49,183,1,7,12,43,3,14,2,11
E2E Tests Coverage Report,com.pkb.service.radiology,RadiologyPersistManager,233,575,13,41,49,119,14,34,3,18
E2E Tests Coverage Report,com.pkb.messaging.workflow,ArchivedStatusFilter,0,34,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.messaging.workflow,AssignStatusFilter,0,34,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.messaging.workflow,ConversationWorkflowFilterDTO,0,13,1,3,0,2,1,3,0,2
E2E Tests Coverage Report,com.pkb.phoenix.api.service.freshdesk,ApiKey,7,20,0,0,1,4,1,2,1,2
E2E Tests Coverage Report,com.pkb.phoenix.api.service.freshdesk,Status,0,122,0,0,0,14,0,2,0,2
E2E Tests Coverage Report,com.pkb.phoenix.api.service.freshdesk,Message,7,9,0,0,4,4,2,2,2,2
E2E Tests Coverage Report,com.pkb.phoenix.api.service.freshdesk,FreshDeskService,45,160,2,6,0,25,3,9,1,7
E2E Tests Coverage Report,com.pkb.phoenix.api.service.freshdesk,StatusUpdate,7,9,0,0,4,4,2,2,2,2
E2E Tests Coverage Report,com.pkb.phoenix.api.service.freshdesk,FreshDeskApiKeyStatus,0,34,0,0,0,4,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api.service.freshdesk,RedisBackedApiKeyStore,3,118,1,3,0,21,1,9,0,8
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.process,PatientProcessor,124,63,7,1,21,10,8,4,4,4
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.process,ResourcePreProcessor,10,73,2,4,1,18,2,5,0,4
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.process,PersonProcessor,32,39,1,1,3,7,3,3,2,3
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.process,OrganizationDeleter,74,9,4,0,11,2,3,1,1,1
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.process,PatientDeleter,41,14,2,0,7,3,3,1,2,1
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.process,OrganizationProcessor,74,60,1,1,9,13,3,4,2,4
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.process,PractitionerRoleProcessor,17,54,1,1,2,12,2,4,1,4
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.process,ResourceDeleter,0,18,0,0,0,3,0,2,0,2
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.process,PractitionerProcessor,17,54,1,1,2,12,2,4,1,4
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.process,MedicationProcessor,82,23,2,0,10,4,7,1,6,1
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.process,ClinicalResourceProcessor,9,148,1,1,2,22,1,5,0,5
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.process,MedicationDeleter,39,9,2,0,5,2,2,1,1,1
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.process,AbstractResourceProcessor,139,95,10,2,22,15,7,4,2,3
E2E Tests Coverage Report,com.pkb.api.internal.appointments,PersonManagementService,47,8,0,0,6,2,3,2,3,2
E2E Tests Coverage Report,com.pkb.api.internal.appointments,AppointmentsApiController,20,377,0,0,6,108,1,13,1,13
E2E Tests Coverage Report,com.pkb.entities.app,AppMenuData,246,96,0,0,108,33,55,30,55,30
E2E Tests Coverage Report,com.pkb.entities.app,AppMenuDataVersion,49,3,0,0,21,1,14,1,14,1
E2E Tests Coverage Report,com.pkb.authz.condition,NotFound,16,3,0,0,1,1,1,1,1,1
E2E Tests Coverage Report,com.pkb.authz.condition,AbstractConditionFailure,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.authz.condition,CommonFailures,6,0,0,0,2,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.authz.condition,InvalidUserType,33,0,0,0,4,0,4,0,4,0
E2E Tests Coverage Report,com.pkb.kms.service.projection,AccountOrgWithAccount,0,21,0,0,0,1,0,3,0,3
E2E Tests Coverage Report,com.pkb.kms.service.projection,UserIdAndPKCS12,0,27,0,0,0,1,0,4,0,4
E2E Tests Coverage Report,com.pkb.kms.service.projection,PersonIds,0,18,0,0,0,1,0,3,0,3
E2E Tests Coverage Report,com.pkb.kms.service.projection,TeamIds,6,37,0,0,0,4,2,3,2,3
E2E Tests Coverage Report,com.pkb.kms.service.projection,AccountUserWithOrg,0,27,0,0,0,3,0,4,0,4
E2E Tests Coverage Report,com.pkb.kms.service.projection,AccountOrgLink,0,18,0,0,0,2,0,3,0,3
E2E Tests Coverage Report,com.pkb.kms.service.projection,OrgIds,0,43,0,0,0,4,0,5,0,5
E2E Tests Coverage Report,com.pkb.service.encounter.impl.tolven,EncounterManager.MessageDetailsWithinContext,0,18,0,0,0,6,0,3,0,3
E2E Tests Coverage Report,com.pkb.service.encounter.impl.tolven,EncounterManagerUtil,11,8,4,2,4,4,4,1,1,1
E2E Tests Coverage Report,com.pkb.service.encounter.impl.tolven,MessageThreadDTO,0,61,0,0,0,25,0,17,0,17
E2E Tests Coverage Report,com.pkb.service.encounter.impl.tolven,SaveMessageTask,73,417,0,18,11,86,1,24,1,15
E2E Tests Coverage Report,com.pkb.service.encounter.impl.tolven,EncounterReasonApiRef,35,237,3,7,14,38,13,8,10,6
E2E Tests Coverage Report,com.pkb.service.encounter.impl.tolven,AddParticipantTask,27,219,1,7,7,47,1,10,0,7
E2E Tests Coverage Report,com.pkb.service.encounter.impl.tolven,EncounterManager,1263,7660,135,399,238,1537,140,342,16,199
E2E Tests Coverage Report,com.pkb.service.encounter.impl.tolven,NotifyCarersTask,22,107,0,2,3,18,0,9,0,8
E2E Tests Coverage Report,com.pkb.service.encounter.impl.tolven,AddParticipantThreadDTO,4,57,1,1,2,22,1,14,0,14
E2E Tests Coverage Report,com.pkb.messagehasher.rest,MessageHashRestController,8,0,0,0,3,0,2,0,2,0
E2E Tests Coverage Report,com.pkb.service.twofactor,TwoFactorAuthenticationService,31,346,8,26,7,76,9,28,1,19
E2E Tests Coverage Report,com.pkb.security,FrozenByTeamException,4,0,0,0,2,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.security,UserTypeToGrantedAuthorityMapper,0,51,0,2,0,9,0,4,0,3
E2E Tests Coverage Report,com.pkb.security,IdPasswordAuthenticator,37,233,3,5,6,50,4,14,1,13
E2E Tests Coverage Report,com.pkb.security,AdminResetInProgressException,4,5,0,0,2,2,1,1,1,1
E2E Tests Coverage Report,com.pkb.security,BaseAuthenticationDetails.MissingAuthenticationDetailsException,7,0,0,0,2,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.security,CoordAwaitingActivationException,9,0,0,0,4,0,2,0,2,0
E2E Tests Coverage Report,com.pkb.security,NhsLoginAuthenticationDetails.Builder,0,116,0,2,0,21,0,2,0,1
E2E Tests Coverage Report,com.pkb.security,RegIncompleteException,9,0,0,0,4,0,2,0,2,0
E2E Tests Coverage Report,com.pkb.security,OriginalAuthenticationDetailsSource,0,46,0,0,0,11,0,5,0,5
E2E Tests Coverage Report,com.pkb.security,InvalidPrincipalException,0,9,0,0,0,4,0,2,0,2
E2E Tests Coverage Report,com.pkb.security,IdPasswordAuthenticator.Factory,0,19,0,0,0,6,0,2,0,2
E2E Tests Coverage Report,com.pkb.security,BaseAuthenticationProvider.LoginResultHandler,0,50,0,0,0,14,0,3,0,3
E2E Tests Coverage Report,com.pkb.security,LoginAttemptAuditor,0,110,0,8,0,28,0,10,0,6
E2E Tests Coverage Report,com.pkb.security,BaseAuthenticationProvider.AuditableBadCredentialsException,12,36,0,0,4,8,1,3,1,3
E2E Tests Coverage Report,com.pkb.security,BaseAuthenticationDetails.AuthenticationDetailsSource,10,24,0,0,3,6,0,3,0,3
E2E Tests Coverage Report,com.pkb.security,NhsLoginAuthenticationDetails,0,46,0,0,0,10,0,4,0,4
E2E Tests Coverage Report,com.pkb.security,NhsLoginAuthenticationExceptionMappingAuthenticationFailureHandler,27,252,1,1,8,30,3,16,2,16
E2E Tests Coverage Report,com.pkb.security,EmailPasswordAuthenticator.Factory,0,27,0,0,0,7,0,2,0,2
E2E Tests Coverage Report,com.pkb.security,InvalidTokenException,0,4,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.security,SsoAuthenticationProvider,6,134,0,0,0,17,1,12,1,12
E2E Tests Coverage Report,com.pkb.security,SsoAuthenticationDetails,0,25,0,0,0,4,0,3,0,3
E2E Tests Coverage Report,com.pkb.security,LoginAttemptAuditor.Factory,0,28,0,0,0,7,0,2,0,2
E2E Tests Coverage Report,com.pkb.security,SsoAuthenticationDetails.Builder,0,25,0,0,0,8,0,1,0,1
E2E Tests Coverage Report,com.pkb.security,BaseAuthenticationProvider,5,92,2,4,1,19,2,7,0,6
E2E Tests Coverage Report,com.pkb.security,AbstractPrincipalCredentialAuthenticator,0,58,0,6,0,14,0,5,0,2
E2E Tests Coverage Report,com.pkb.security,TooManyLoginAttemptsException,0,5,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.security,LoginMetrics,0,62,0,0,0,16,0,7,0,7
E2E Tests Coverage Report,com.pkb.security,BaseAuthenticationProvider.AuditableUsernameNotFoundException,16,0,0,0,5,0,2,0,2,0
E2E Tests Coverage Report,com.pkb.security,PKBAuthenticationDetails,0,31,1,3,0,10,1,6,0,5
E2E Tests Coverage Report,com.pkb.security,BaseAuthenticationProvider.TypedAuthentication,22,28,1,1,7,8,5,5,4,5
E2E Tests Coverage Report,com.pkb.security,BaseAuthenticationDetails.Builder,0,8,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.security,WifiInTheCemeteryException,0,4,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.security,BaseAuthenticationDetails,6,13,0,0,3,2,3,2,3,2
E2E Tests Coverage Report,com.pkb.security,NhsLoginAuthenticationException,0,48,0,0,0,11,0,4,0,4
E2E Tests Coverage Report,com.pkb.security,EmailPasswordAuthenticator,10,110,3,3,3,23,3,7,1,6
E2E Tests Coverage Report,com.pkb.security,NhsLoginAuthenticationProvider,18,137,2,2,1,29,4,11,2,11
E2E Tests Coverage Report,com.pkb.security,PKBAuthenticationManager,12,320,4,18,3,81,4,15,0,8
E2E Tests Coverage Report,com.pkb.domain.nhs,NhsAppNotificationLogService,0,80,0,0,0,31,0,4,0,4
E2E Tests Coverage Report,com.pkb.service.test,TestManager,154,542,4,32,32,123,8,44,4,30
E2E Tests Coverage Report,com.pkb.service.test,LoincManager.UpdateTestOperation,5,40,2,4,0,10,2,3,0,2
E2E Tests Coverage Report,com.pkb.service.test,LoincManager.DeleteTestOperation,9,0,0,0,3,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.service.test,MeasurementUtil,0,85,0,0,0,14,0,3,0,3
E2E Tests Coverage Report,com.pkb.service.test,PathologyReportManager,82,49,16,0,16,10,10,3,2,3
E2E Tests Coverage Report,com.pkb.service.test,LoincManager.PrivacyFlagOnlyUpdateTestOperation,0,16,0,0,0,5,0,2,0,2
E2E Tests Coverage Report,com.pkb.service.test,LoincManager.TestSaveOperation,0,44,0,0,0,11,0,4,0,4
E2E Tests Coverage Report,com.pkb.service.test,LoincManager.SaveNewTestOperation,0,8,0,0,0,3,0,1,0,1
E2E Tests Coverage Report,com.pkb.service.test,LoincManager.SkipDuplicateOperation,0,15,0,0,0,5,0,2,0,2
E2E Tests Coverage Report,com.pkb.service.test,LoincManager,464,1611,55,101,67,326,57,97,9,67
E2E Tests Coverage Report,com.pkb.service.test,EHRTestManager,26,16,0,0,6,4,4,2,4,2
E2E Tests Coverage Report,com.pkb.service.test,MeasurementManager,190,1531,26,78,35,305,23,107,3,75
E2E Tests Coverage Report,com.pkb.action.library,ViewLibrariesAction,167,499,10,20,56,126,29,47,20,41
E2E Tests Coverage Report,com.pkb.action.library,ShowLibraryAction,36,83,6,10,11,24,9,11,3,9
E2E Tests Coverage Report,com.pkb.action.library,EditLibraryPrivacyAction,2,85,0,0,1,26,1,7,1,7
E2E Tests Coverage Report,com.pkb.action.library,LibraryService,14,622,7,37,3,137,6,42,0,24
E2E Tests Coverage Report,com.pkb.action.library,LibraryUtil,16,103,1,1,4,17,2,9,1,9
E2E Tests Coverage Report,com.pkb.action.library,UILibraryDto,0,17,0,0,0,7,0,5,0,5
E2E Tests Coverage Report,com.pkb.action.message.workflow,ConversationWorkflowFlagService,0,57,2,14,0,11,2,9,0,3
E2E Tests Coverage Report,com.pkb.action.message.workflow,ConversationWorkflowFlags,0,13,1,3,0,2,1,3,0,2
E2E Tests Coverage Report,com.pkb.mappers,SparkLineGraphMapper,3,89,1,5,1,22,1,5,0,3
E2E Tests Coverage Report,com.pkb.mappers,EntityMapper,0,117,1,5,0,27,1,11,0,9
E2E Tests Coverage Report,com.pkb.mappers,PatientSharingHistoryMapperImpl,6,54,6,6,2,14,5,4,0,3
E2E Tests Coverage Report,com.pkb.mappers,MappingTextProvider,0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.mappers,TeamResearchPartnerMapper,0,69,0,0,0,15,0,5,0,5
E2E Tests Coverage Report,com.pkb.mappers,PatientAccessLogMapper,0,344,0,27,0,57,0,31,0,17
E2E Tests Coverage Report,com.pkb.mappers,MappingTextProvider.new MappingTextProvider() {...},0,22,0,0,0,3,0,3,0,3
E2E Tests Coverage Report,com.pkb.mappers,AppointmentActionsMapper,0,15,0,0,0,5,0,2,0,2
E2E Tests Coverage Report,com.pkb.mappers,PKBInvitationDetailMapperImpl,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.mappers,AbstractAppointmentMapper,5,464,2,42,1,87,3,41,1,21
E2E Tests Coverage Report,com.pkb.mappers,MeasurementMapper,1,168,1,9,0,40,1,12,0,8
E2E Tests Coverage Report,com.pkb.mappers,OrgLevelIdTypeMapper,0,35,0,0,0,10,0,2,0,2
E2E Tests Coverage Report,com.pkb.mappers,DiaryEntryMapper,0,207,0,0,0,41,0,11,0,11
E2E Tests Coverage Report,com.pkb.mappers,EntityDependency,0,4,0,0,0,2,0,2,0,2
E2E Tests Coverage Report,com.pkb.mappers,DiagnosisMapperImpl,2,47,1,1,1,13,1,2,0,2
E2E Tests Coverage Report,com.pkb.mappers,DocAttachToAttachmentMapperImpl,2,46,2,2,1,12,2,2,0,2
E2E Tests Coverage Report,com.pkb.mappers,OrgLevelIdMapper,0,52,0,0,0,11,0,3,0,3
E2E Tests Coverage Report,com.pkb.mappers,AccountPrivateKeyMapper,10,111,2,2,2,29,2,5,0,5
E2E Tests Coverage Report,com.pkb.mappers,PKBPersonMapper,4,66,0,6,2,13,1,7,1,4
E2E Tests Coverage Report,com.pkb.mappers,PKBInvitationDetailMapper,0,53,3,5,0,14,3,4,0,3
E2E Tests Coverage Report,com.pkb.mappers,AppointmentEntityDependency,0,13,0,2,0,3,0,2,0,1
E2E Tests Coverage Report,com.pkb.mappers,PKBInvitationMapperImpl,2,53,1,1,1,14,1,2,0,2
E2E Tests Coverage Report,com.pkb.mappers,PKBInvitationMapper,0,55,0,2,0,13,0,7,0,6
E2E Tests Coverage Report,com.pkb.mappers,ConsentEntityMapper,0,82,1,11,0,16,1,7,0,2
E2E Tests Coverage Report,com.pkb.mappers,PatientAccessLogMapperImpl,14,62,13,9,4,20,10,4,0,3
E2E Tests Coverage Report,com.pkb.mappers,InstantMapper,3,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.mappers,OrgMapper,0,45,0,0,0,15,0,2,0,2
E2E Tests Coverage Report,com.pkb.mappers,ConsentIndividualMapper,0,91,0,0,0,20,0,6,0,6
E2E Tests Coverage Report,com.pkb.mappers,NationalIdMapper,0,23,0,0,0,6,0,3,0,3
E2E Tests Coverage Report,com.pkb.mappers,PatientOptOutDocumentationMapper,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.mappers,TeamMapper,0,111,0,0,0,35,0,2,0,2
E2E Tests Coverage Report,com.pkb.mappers,PKBPersonMapperImpl,10,127,10,6,3,35,8,4,0,4
E2E Tests Coverage Report,com.pkb.mappers,ConsentTeamMapper,0,286,0,38,0,60,0,30,0,11
E2E Tests Coverage Report,com.pkb.mappers,PatientSharingHistoryMapper,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.mappers,ProgressItemMapper,0,148,0,20,0,36,0,17,0,7
E2E Tests Coverage Report,com.pkb.mappers,AppointmentEntryMapper,7,165,1,7,1,37,1,10,0,6
E2E Tests Coverage Report,com.pkb.mappers,SourceDetailsMapper,0,105,0,0,0,20,0,4,0,4
E2E Tests Coverage Report,com.pkb.mappers,PKBPersonToPersonDtoMapper,2,179,1,9,1,53,1,6,0,2
E2E Tests Coverage Report,com.pkb.mappers,RadiologyAudioEntryMapper,0,206,0,4,0,46,0,10,0,8
E2E Tests Coverage Report,com.pkb.mappers,EmisEsJobStateToEmisInformationDtoMapper,0,74,0,2,0,20,0,4,0,3
E2E Tests Coverage Report,com.pkb.mappers,PatientOptOutDocumentationMapperImpl,22,110,12,14,11,34,12,7,0,6
E2E Tests Coverage Report,com.pkb.mappers,DiagnosisMapper,0,5,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.mappers,AppointmentViewMapper,1,139,1,9,0,29,1,7,0,3
E2E Tests Coverage Report,com.pkb.mappers,AttachmentMapperImpl,2,35,1,1,1,10,1,2,0,2
E2E Tests Coverage Report,com.pkb.mappers,MeasurementEntryMapper,10,248,1,5,2,57,3,18,2,16
E2E Tests Coverage Report,com.pkb.mappers,PatientConsentReasonMapperImpl,2,77,1,9,1,20,1,6,0,2
E2E Tests Coverage Report,com.pkb.test,UploadedDataDeletionMetadata,0,27,0,0,0,10,0,5,0,5
E2E Tests Coverage Report,com.pkb.test,IncludeDeletedResults,0,24,0,0,0,3,0,1,0,1
E2E Tests Coverage Report,com.pkb.domain.repository.mapper,AccessFilterMapper,0,154,2,8,0,30,2,11,0,8
E2E Tests Coverage Report,com.pkb.domain.repository.mapper,SearchSpecMapper,31,97,2,6,3,21,3,8,1,6
E2E Tests Coverage Report,com.pkb.domain.repository.mapper,TargetOwnerDataMapper,0,73,0,2,0,21,0,5,0,4
E2E Tests Coverage Report,com.pkb.service.virusscan,NoopStreamScanner,6,0,0,0,2,0,2,0,2,0
E2E Tests Coverage Report,com.pkb.service.virusscan,StreamScanner,8,12,0,0,3,4,0,2,0,2
E2E Tests Coverage Report,com.pkb.service.virusscan,ClamAvStreamScanner,5,94,0,2,0,28,1,5,1,4
